ticker
ASGN
SDRL
AMR
HCI
MD
KN
INOD
NWN
BWIN
HMN
CNS
CC
TIC
ARR
EYE
BRSL
AI
LMAT
CRK
IOSP
MRX
STRA
CXW
EVTC
OFG
SHO
TWST
COCO
MLYS
BUR
UFPT
PRGS
DBRG
SEI
ROCK
AUPH
AMRX
YELP
NGVT
MTX
PAGS
ENOV
TRIP
AORT
HNI
BKE
LQDA
TXG
PGNY
SMPL
DX
SYBT
HLIO
BBAI
NTST
VECO
APPN
ADNT
OMCL
WOR
RXRX
TPB
SKWD
BATRK
AVPT
CRGY
VSH
NNI
HLMN
PPTA
CASH
WRBY
ANDE
CHCO
DBD
DHT
ALG
NWBI
TNET
AVDL
NIC
NHC
LASR
GSHD
CDTX
LTC
FSLY
ACMR
FCF
PRCT
SLVM
BHE
FLYW
BELFB
ENR
SPNT
USD
BLBD
ANIP
IPAR
QUBT
GNL
BFH
ATRC
MNKD
VYX
DEI
CLDX
FLNC
CECO
PAR
FIVN
ROG
PAYO
RSI
AGM
KNTK
IMVT
CCS
AMSC
CTRI
IMAX
HTH
ARLO
TILE
ADEA
GEF
WLY
VERA
SNDX
BCRX
SEM
ARCB
SHLS
KALU
STBA
HTO
ELME
QDEL
SBH
TERN
NBHC
FUN
REAL
ICFI
CENX
XPRO
TNK
LKFN
ABR
ATRO
ENVX
IIPR
ARDX
GTY
TRUP
WT
HRMY
EWTX
COLL
NSSC
JBLU
STEL
WERN
NEOG
TCBK
ARI
XHR
LION
ARRY
GABC
CNMD
CCB
RCUS
CENTA
ALKT
UTI
PZZA
PD
STAA
AIN
MODG
PEB
INVA
BTDR
MBC
WKC
TNC
SPNS
NEO
ZD
HOUS
DCO
IMNM
TDOC
SILA
CLMT
SCS
VAC
PHR
DGII
HCSG
UVV
USLM
LZB
QCRH
EFC
FUBO
TALO
AAOI
GBX
WLDN
PLAB
LADR
PCT
HOPE
PGY
WINA
DXPE
BLX
VERX
WWW
OUST
JJSF
FDP
DFIN
AZTA
SPB
VRE
NUVB
VRNT
PGRE
NSP
CDRE
ATEN
PRA
TFIN
NVTS
HROW
SGRY
MCRI
UMH
MXL
CRAI
HSII
CRI
LNN
PWP
NVCR
LZ
AMPX
WABC
HG
AAMI
LEG
CTS
KW
PRLB
THR
LIF
THS
CNOB
TNDM
VMEO
ALEX
COUR
SYRE
DVAX
CVI
UCTT
HLIT
SRCE
THRM
FIHL
ASAN
JBGS
ACT
XERS
PENG
ECPG
VITL
BFC
LOB
RLJ
STOK
JANX
PRG
TGLS
AMRC
SAFT
NNE
NVAX
CSR
PCRX
USPH
VRTS
BBNX
NN
PMT
VTOL
GIII
VVX
IE
GO
SLDP
FTRE
AXGN
OCFC
SMA
IMKTA
TRVI
DCOM
OBK
WMK
TTI
AMC
PBI
ESRT
FA
COHU
TRS
AAT
XNCR
WS
NVRI
WTTR
PDM
SDGR
TWO
CLOV
LUNR
ASTE
ECVT
PEBO
LILAK
PRO
AMPH
DHC
SFL
NTLA
CMPR
CIM
AMPL
ALIT
REX
NPKI
ROOT
DOLE
LPG
EXPI
MFA
BLFS
CSTL
PAX
MLKN
ZYME
LGIH
AHCO
ASTH
UNIT
HLX
NRIX
ALGT
WGO
MSEX
MNMD
SCL
BTBT
XPEL
ORC
UVE
PRKS
SAH
JAMF
CMPO
EIG
DLX
PAHC
HLF
UPBD
CCOI
TMP
ACVA
PLYM
CDNA
TSHA
GRC
SEZL
DEA
OSBC
RPD
CNNE
MDXG
RVLV
MVST
SCSC
UVSP
BV
AMLX
YEXT
URGN
PUMP
NAVI
KURA
LFST
FIGS
JBI
BBSI
CTBI
GLDD
FBRT
BY
IDT
DEC
CXM
PNTG
SBSI
EPC
PRCH
EMBC
BORR
FMBH
RLAY
PDFS
MBIN
IART
HAFC
BHRB
LMB
DRVN
NTGR
FLNG
EVLV
ELVN
NEXT
WVE
NESR
INDI
HPP
INVX
FIZZ
SMP
UFCS
GCT
IAS
NBR
CRMD
SAFE
MSFUT
FWRG
AESI
MEG
RHLD
QNST
ODP
AMWD
RZLT
UPB
CFFN
AMSF
ORKA
BHVN
MMI
UTL
HTZ
HFWA
CLB
ALNT
AIV
GBTG
BBUC
UAMY
ERII
ORIC
HNRG
TRST
TDUP
DAWN
UTZ
RCAT
DAKT
ARVN
MBWM
AXL
NXRT
FG
BJRI
NAT
APOG
PRSU
KOS
HBNC
RWT
GCI
INBX
BRSP
CCNE
CPF
MATV
EVER
BFST
ESQ
ABUS
TBPH
PLOW
MATW
PFBC
TR
SIBN
CWH
METC
IOVA
IBCP
IIIV
KE
MOFG
GERN
IRMD
HRTG
EYPT
AMAL
SABR
RIGL
CNXN
ASPI
MCB
GLUE
AEHR
THFF
NBN
CARS
RDVT
GPRE
HTB
RUM
CBRL
ANAB
AMTB
MYE
SBGI
TRTX
NBBK
EQBK
HTBK
CAC
AMN
KOD
PRAA
CMRE
CTLP
ZGN
INN
EE
BLND
REPL
APPS
MAZE
SNCY
FOXF
CBL
WSR
VTS
BZH
ORRF
VSTS
ESPR
CMP
AIOT
GHM
LINC
HSTM
NRDS
ADAM
CABO
GDOT
APEI
FSBC
CEVA
PHAT
HIPO
CCBG
GRDN
MYGN
NX
TNGX
IIIN
HOV
GNK
OFIX
MTUS
ADTN
EVH
PGEN
FLGT
BDN
DNTH
AHL
TREE
SKYT
EBS
BBW
GDEN
RBCAA
TCMD
SXC
STGW
CSV
GCMG
GDYN
MPB
FISI
GOGO
AVXL
SCHL
IVR
ODC
DFH
NABL
ZBIO
PKST
KROS
SRDX
SANA
CWCO
CTKB
CASS
SHEN
NVGS
SMBC
LQDT
KFRC
KOP
MRTN
ACEL
SENEA
NWPX
RYI
SOC
PX
VTLE
AVO
SSTK
SMBK
PACS
PVLA
AROW
OPK
SPT
SG
KODK
ETD
RGNX
FCBC
LXU
MNRO
CTO
BLMN
MCBS
TK
AVNS
FIP
PACB
UHT
SPRY
ATUS
WASH
ICHR
TRNS
JBSS
AHH
OXM
IHRT
GOOD
TALK
NPK
ZVRA
VIR
NRIM
SHBI
VREX
GSBC
RES
GRND
RGR
BCAX
UDMY
MCW
LYTS
FMNB
RZLV
BKSY
TE
TCBX
SPFI
GOSS
SVRA
AMBP
CPS
ALRS
DJCO
PLPC
AMRK
SERV
OLMA
EU
AQST
ANGO
BWMN
SD
CRVS
IBRX
ALX
KREF
ARHS
GEVO
FOR
BHB
RC
NLOP
MBUU
FFIC
NUS
AOSL
AVBP
CCSI
ACNB
SFIX
BFLY
CMCL
FRGE
PUBM
GRPN
OSPN
ATXS
CMPX
EGBN
LIND
TIPT
ANGI
RUSHB
HCKT
CLPT
ETON
CYH
FWRD
AKBA
RAPP
HIFS
BKV
ABSI
GSM
IRWD
BXC
GTN
HZO
MAX
KOPN
SION
AMBC
OMER
ORGO
AIP
SLDE
CTEV
ASC
HELE
AVAH
GMRE
IBTA
PFIS
CMCO
REAX
ASIX
PGC
FDMT
CYRX
FBIZ
DOMO
MITK
LTBR
KALV
LENZ
FPI
EVGO
PSNL
PRTA
YORW
BSRR
CARE
CLMB
BCAL
IMXI
ITIC
CLBK
BOW
NB
SEPN
MLR
ERAS
MLAB
TROX
EOLS
FSUN
CIVB
BAND
NGVC
PSIX
STKL
IDR
CHCT
IBEX
COFS
EBF
EHAB
VPG
CGEM
BMRC
EGY
NFBK
OIS
CLNE
RYAM
DIN
HBCP
SFST
BBBY
PLAY
CCRN
TTAM
NUTX
SEMR
CAL
WRLD
MBX
GIC
CRNC
AEBI
MTW
WTBA
NAGE
VSTM
CODI
SWBI
SITC
TWI
GLRE
MGTX
CWBC
UNTY
MGPI
OLP
CLFD
WEAV
MCS
BATRA
CVGW
ORN
TYRA
BGS
NXDR
DC
RBB
XRX
PSFE
BVS
FULC
CTOS
TLS
MRVI
PSTL
LAB
ABAT
KMTS
DHIL
HY
RM
RXST
BWB
ALT
KRNY
MAMA
FRBA
CMRC
PKE
AEVA
FET
TITN
MBI
MFH
DGICA
BFS
FLOC
WLFC
REPX
HBT
HTLD
ARKO
TRC
ARDT
FMAO
SMLR
LAND
BCML
CVLG
NPCE
BWFG
CBNK
DNUT
CLDT
DNA
MTRX
NATR
BETR
CENT
SRTA
BYRN
MSBI
ZUMZ
OBT
WNC
MVBF
ZEUS
FFWM
VOYG
ULCC
GNE
JBIO
DENN
ZIP
CRSR
CRML
ACIC
XOMA
GCO
LXFR
SVV
SCVL
MCFT
CBAN
CZNC
NGNE
ACCO
RRBI
VLGEA
NVEC
RBBN
RDW
ILPT
MNPR
CERS
CBLL
TSSI
SWIM
BLZE
XPER
HVT
RPAY
GBFH
GEFB
PDLB
FNLC
NEXN
WBTN
PRME
FSBW
MAGN
CNDT
CMTG
DDD
ALMS
BMBL
ALDX
SLP
LOCO
OOMA
CLW
KRUS
IPI
KIDS
ATLC
CIO
ADCT
PTLO
SVC
ANNX
SB
GRNT
NATH
NGS
OEC
PCB
JACK
KELYA
NECB
MOV
ONIT
FRPH
PLSE
PKBK
STRT
EGAN
PESI
SGHT
DRUG
CZFS
RCKT
BRBS
MH
HDSN
HYLN
SLDB
MVIS
BOC
BRY
NEWT
ACRE
RNGR
FSTR
WOW
TSBK
SIGA
AMCX
SPOK
AVNW
EGHT
ABL
KFS
NCMI
FVR
DCTH
WSBF
PLBC
OPRX
DSGR
RMR
SNWV
MBCN
LDI
CIA
CDZI
AVIR
RR
MCHB
QSI
ISTR
TBCH
WOOF
OPFI
MEC
FRST
ASPN
VNDA
PLTK
LILA
BKKT
CAPR
AURA
ENTA
JMSB
PACK
THRY
VTEX
MITT
HNST
CRCT
JCAP
SPIR
BH
FTK
EDIT
PBYI
LMNR
MEI
REFI
EVEX
HLLY
HSHP
FDBC
LXEO
CRDA
BKTI
SLQT
TG
ARCT
SMC
PCYO
CADL
INSE
OMI
BZAI
RCKY
TH
USNA
KRRO
EB
TRDA
MG
QTRX
LFCR
VMD
OVLY
TECX
-
NWFL
ASUR
ATLO
TOI
FBLA
RICK
TBRG
ACRS
CTRN
VYGR
LCNB
NFE
RMNI
WTI
MYFW
DSGN
INR
RLGT
UIS
JOUT
LE
CFFI
LFMD
FEIM
BSVN
DOUG
ATEX
ASLE
PINE
III
NNOX
PVBC
VABK
OPRT
IMMR
ATNI
FVCB
DMAC
OMDA
USAU
JELD
PANL
SSP
CHMG
SKYH
ONTF
NRC
BNTC
VEL
AGL
CTGO
TRUE
KRT
MFIN
USCB
FUNC
PKOH
BPRN
PAYS
NKSH
OSUR
BIOA
LAW
ABEO
WEYS
BELFA
ALLO
HCAT
GETY
EVC
WNEB
HRTX
MPAA
ALCO
LOVE
FRAF
FENC
NC
KINS
BHR
LVWR
SEG
BRT
QUAD
ONEW
TARA
VUZI
VOXR
NPB
BLFY
XPOF
LRMR
ALTI
SNDA
KLC
STXS
TTSH
MASS
GCBC
PDYN
INSG
KLTR
TRAK
FC
INGN
JAKK
POWW
SMHI
TMCI
LPRO
LEGH
ELMD
HUMA
AII
MXCT
OLPX
TCX
TBI
OABI
CVRX
RGP
TNXP
SLS
CMT
TTGT
INBK
PBFS
RGCO
PRTH
CDXS
PEBK
WEST
DSP
PAL
SKIN
RMAX
CRMT
ALMU
CHRS
PLX
FCCO
LAKE
MDWD
CRDF
RSVR
FHTX
LNKB
BBCP
KRMD
EVCM
SAMG
OPBK
AMBQ
CATX
SEVN
KGEI
BCBP
FXNC
DMRC
ESOA
STRZ
FLXS
MED
MPTI
UTMD
FNKO
DBI
ANIK
ADV
BNED
ACR
BALY
MNTK
CURI
NREF
MRBK
HWBK
EPM
SMID
EVI
RELL
ELDN
AVD
FATE
ESCA
GENC
BOOM
LWAY
ARAY
BVFL
ACTG
BRCC
FSFG
FINW
EFSI
EHTH
LZM
NPWR
GAMB
HAIN
SPWR
HPK
ARQ
CBFV
AOMR
SATL
CMDB
FRD
JILL
STRS
FOA
SGC
EWCZ
ASIC
MDV
NXDT
AVR
JYNT
MLP
FCAP
DH
OVBC
KRO
NODK
KULR
OM
FSP
HBB
DERM
DCGO
AIRO
AEYE
NMAX
FFAI
SNFCA
RXT
CZWI
MNSB
CXDO
AIRS
SUNS
LNSR
EML
ALTG
SBFG
ALEC
CLAR
INNV
AIRJ
ACU
GWRS
SRBK
ULH
BYND
FORR
NKTX
SMTI
ZVIA
EBMT
AISP
FF
RCMT
HFFG
MAPS
SKYX
STIM
BSET
SNBR
EXFY
OFLX
PMTS
LARK
STRW
BARK
GYRE
FNWD
ACNT
VIRC
RVSB
LUNG
SSTI
WHG
PDEX
NVCT
EPSN
ATOM
RMBI
IKT
FLWS
RNAC
BTMD
CPSS
AOUT
HNVR
TCI
PAMT
ATYR
BFIN
CFBK
CSPI
WALD
LFVN
RPT
LUCD
ECBK
EEX
MPX
SFBC
AFCG
MYPS
TTEC
GAIA
AREN
CARL
UNB
RCEL
TLSI
NRDY
GLSI
ACDC
LAZR
AARD
INH
SNCR
FTLF
HURA
PNRG
TKNO
PNBK
CLPR
CBNA
UBFO
SKIL
ILLR
NL
EP
LFT
KG
COSO
HQI
TUSK
ELA
TZOO
SI
TSE
SWKH
SVCO
VHI
PROP
MKTW
CURV
SLND
TEAD
SIEB
OPAL
SEAT
NXXT
COOK
VALU
ACTU
ISPR
SLSN
BEEP
TVRD
CIX
MYO
INMB
NEON
ARL
RBKB
SBC
AFRI
VRM
GOCO
GMGI
SAFX
VGAS
TVGN
ADRO
ADRO
-
SEVNR
ZSPC
THRD
CAD
PDLI
GTXI
P5N994
SBT
-
-
RTYZ5
