snapshot,ticker,revid
2022-01-01,MMM,1062834329
2022-01-01,ABT,1062834329
2022-01-01,ABBV,1062834329
2022-01-01,ABMD,1062834329
2022-01-01,ACN,1062834329
2022-01-01,ATVI,1062834329
2022-01-01,ADBE,1062834329
2022-01-01,AMD,1062834329
2022-01-01,AAP,1062834329
2022-01-01,AES,1062834329
2022-01-01,AFL,1062834329
2022-01-01,A,1062834329
2022-01-01,APD,1062834329
2022-01-01,AKAM,1062834329
2022-01-01,ALK,1062834329
2022-01-01,ALB,1062834329
2022-01-01,ARE,1062834329
2022-01-01,ALGN,1062834329
2022-01-01,ALLE,1062834329
2022-01-01,LNT,1062834329
2022-01-01,ALL,1062834329
2022-01-01,GOOGL,1062834329
2022-01-01,GOOG,1062834329
2022-01-01,MO,1062834329
2022-01-01,AMZN,1062834329
2022-01-01,AMCR,1062834329
2022-01-01,AEE,1062834329
2022-01-01,AAL,1062834329
2022-01-01,AEP,1062834329
2022-01-01,AXP,1062834329
2022-01-01,AIG,1062834329
2022-01-01,AMT,1062834329
2022-01-01,AWK,1062834329
2022-01-01,AMP,1062834329
2022-01-01,ABC,1062834329
2022-01-01,AME,1062834329
2022-01-01,AMGN,1062834329
2022-01-01,APH,1062834329
2022-01-01,ADI,1062834329
2022-01-01,ANSS,1062834329
2022-01-01,ANTM,1062834329
2022-01-01,AON,1062834329
2022-01-01,AOS,1062834329
2022-01-01,APA,1062834329
2022-01-01,AAPL,1062834329
2022-01-01,AMAT,1062834329
2022-01-01,APTV,1062834329
2022-01-01,ADM,1062834329
2022-01-01,ANET,1062834329
2022-01-01,AJG,1062834329
2022-01-01,AIZ,1062834329
2022-01-01,T,1062834329
2022-01-01,ATO,1062834329
2022-01-01,ADSK,1062834329
2022-01-01,ADP,1062834329
2022-01-01,AZO,1062834329
2022-01-01,AVB,1062834329
2022-01-01,AVY,1062834329
2022-01-01,BKR,1062834329
2022-01-01,BLL,1062834329
2022-01-01,BAC,1062834329
2022-01-01,BBWI,1062834329
2022-01-01,BAX,1062834329
2022-01-01,BDX,1062834329
2022-01-01,BRK-B,1062834329
2022-01-01,BBY,1062834329
2022-01-01,BIO,1062834329
2022-01-01,TECH,1062834329
2022-01-01,BIIB,1062834329
2022-01-01,BLK,1062834329
2022-01-01,BK,1062834329
2022-01-01,BA,1062834329
2022-01-01,BKNG,1062834329
2022-01-01,BWA,1062834329
2022-01-01,BXP,1062834329
2022-01-01,BSX,1062834329
2022-01-01,BMY,1062834329
2022-01-01,AVGO,1062834329
2022-01-01,BR,1062834329
2022-01-01,BRO,1062834329
2022-01-01,BF-B,1062834329
2022-01-01,CHRW,1062834329
2022-01-01,CDNS,1062834329
2022-01-01,CZR,1062834329
2022-01-01,CPB,1062834329
2022-01-01,COF,1062834329
2022-01-01,CAH,1062834329
2022-01-01,KMX,1062834329
2022-01-01,CCL,1062834329
2022-01-01,CARR,1062834329
2022-01-01,CTLT,1062834329
2022-01-01,CAT,1062834329
2022-01-01,CBOE,1062834329
2022-01-01,CBRE,1062834329
2022-01-01,CDW,1062834329
2022-01-01,CE,1062834329
2022-01-01,CNC,1062834329
2022-01-01,CNP,1062834329
2022-01-01,CDAY,1062834329
2022-01-01,CERN,1062834329
2022-01-01,CF,1062834329
2022-01-01,CRL,1062834329
2022-01-01,SCHW,1062834329
2022-01-01,CHTR,1062834329
2022-01-01,CVX,1062834329
2022-01-01,CMG,1062834329
2022-01-01,CB,1062834329
2022-01-01,CHD,1062834329
2022-01-01,CI,1062834329
2022-01-01,CINF,1062834329
2022-01-01,CTAS,1062834329
2022-01-01,CSCO,1062834329
2022-01-01,C,1062834329
2022-01-01,CFG,1062834329
2022-01-01,CTXS,1062834329
2022-01-01,CLX,1062834329
2022-01-01,CME,1062834329
2022-01-01,CMS,1062834329
2022-01-01,KO,1062834329
2022-01-01,CTSH,1062834329
2022-01-01,CL,1062834329
2022-01-01,CMCSA,1062834329
2022-01-01,CMA,1062834329
2022-01-01,CAG,1062834329
2022-01-01,COP,1062834329
2022-01-01,ED,1062834329
2022-01-01,STZ,1062834329
2022-01-01,COO,1062834329
2022-01-01,CPRT,1062834329
2022-01-01,GLW,1062834329
2022-01-01,CTVA,1062834329
2022-01-01,COST,1062834329
2022-01-01,CTRA,1062834329
2022-01-01,CCI,1062834329
2022-01-01,CSX,1062834329
2022-01-01,CMI,1062834329
2022-01-01,CVS,1062834329
2022-01-01,DHI,1062834329
2022-01-01,DHR,1062834329
2022-01-01,DRI,1062834329
2022-01-01,DVA,1062834329
2022-01-01,DE,1062834329
2022-01-01,DAL,1062834329
2022-01-01,XRAY,1062834329
2022-01-01,DVN,1062834329
2022-01-01,DXCM,1062834329
2022-01-01,FANG,1062834329
2022-01-01,DLR,1062834329
2022-01-01,DFS,1062834329
2022-01-01,DISCA,1062834329
2022-01-01,DISCK,1062834329
2022-01-01,DISH,1062834329
2022-01-01,DG,1062834329
2022-01-01,DLTR,1062834329
2022-01-01,D,1062834329
2022-01-01,DPZ,1062834329
2022-01-01,DOV,1062834329
2022-01-01,DOW,1062834329
2022-01-01,DTE,1062834329
2022-01-01,DUK,1062834329
2022-01-01,DRE,1062834329
2022-01-01,DD,1062834329
2022-01-01,DXC,1062834329
2022-01-01,EMN,1062834329
2022-01-01,ETN,1062834329
2022-01-01,EBAY,1062834329
2022-01-01,ECL,1062834329
2022-01-01,EIX,1062834329
2022-01-01,EW,1062834329
2022-01-01,EA,1062834329
2022-01-01,EMR,1062834329
2022-01-01,ENPH,1062834329
2022-01-01,ETR,1062834329
2022-01-01,EOG,1062834329
2022-01-01,EPAM,1062834329
2022-01-01,EFX,1062834329
2022-01-01,EQIX,1062834329
2022-01-01,EQR,1062834329
2022-01-01,ESS,1062834329
2022-01-01,EL,1062834329
2022-01-01,ETSY,1062834329
2022-01-01,EVRG,1062834329
2022-01-01,ES,1062834329
2022-01-01,RE,1062834329
2022-01-01,EXC,1062834329
2022-01-01,EXPE,1062834329
2022-01-01,EXPD,1062834329
2022-01-01,EXR,1062834329
2022-01-01,XOM,1062834329
2022-01-01,FFIV,1062834329
2022-01-01,FDS,1062834329
2022-01-01,FAST,1062834329
2022-01-01,FRT,1062834329
2022-01-01,FDX,1062834329
2022-01-01,FIS,1062834329
2022-01-01,FITB,1062834329
2022-01-01,FE,1062834329
2022-01-01,FRC,1062834329
2022-01-01,FISV,1062834329
2022-01-01,FLT,1062834329
2022-01-01,FMC,1062834329
2022-01-01,F,1062834329
2022-01-01,FTNT,1062834329
2022-01-01,FTV,1062834329
2022-01-01,FBHS,1062834329
2022-01-01,FOXA,1062834329
2022-01-01,FOX,1062834329
2022-01-01,BEN,1062834329
2022-01-01,FCX,1062834329
2022-01-01,GPS,1062834329
2022-01-01,GRMN,1062834329
2022-01-01,IT,1062834329
2022-01-01,GNRC,1062834329
2022-01-01,GD,1062834329
2022-01-01,GE,1062834329
2022-01-01,GIS,1062834329
2022-01-01,GM,1062834329
2022-01-01,GPC,1062834329
2022-01-01,GILD,1062834329
2022-01-01,GL,1062834329
2022-01-01,GPN,1062834329
2022-01-01,GS,1062834329
2022-01-01,GWW,1062834329
2022-01-01,HAL,1062834329
2022-01-01,HIG,1062834329
2022-01-01,HAS,1062834329
2022-01-01,HCA,1062834329
2022-01-01,PEAK,1062834329
2022-01-01,HSIC,1062834329
2022-01-01,HSY,1062834329
2022-01-01,HES,1062834329
2022-01-01,HPE,1062834329
2022-01-01,HLT,1062834329
2022-01-01,HOLX,1062834329
2022-01-01,HD,1062834329
2022-01-01,HON,1062834329
2022-01-01,HRL,1062834329
2022-01-01,HST,1062834329
2022-01-01,HWM,1062834329
2022-01-01,HPQ,1062834329
2022-01-01,HUM,1062834329
2022-01-01,HBAN,1062834329
2022-01-01,HII,1062834329
2022-01-01,IEX,1062834329
2022-01-01,IDXX,1062834329
2022-01-01,INFO,1062834329
2022-01-01,ITW,1062834329
2022-01-01,ILMN,1062834329
2022-01-01,INCY,1062834329
2022-01-01,IR,1062834329
2022-01-01,INTC,1062834329
2022-01-01,ICE,1062834329
2022-01-01,IBM,1062834329
2022-01-01,IP,1062834329
2022-01-01,IPG,1062834329
2022-01-01,IFF,1062834329
2022-01-01,INTU,1062834329
2022-01-01,ISRG,1062834329
2022-01-01,IVZ,1062834329
2022-01-01,IPGP,1062834329
2022-01-01,IQV,1062834329
2022-01-01,IRM,1062834329
2022-01-01,JKHY,1062834329
2022-01-01,J,1062834329
2022-01-01,JBHT,1062834329
2022-01-01,SJM,1062834329
2022-01-01,JNJ,1062834329
2022-01-01,JCI,1062834329
2022-01-01,JPM,1062834329
2022-01-01,JNPR,1062834329
2022-01-01,K,1062834329
2022-01-01,KEY,1062834329
2022-01-01,KEYS,1062834329
2022-01-01,KMB,1062834329
2022-01-01,KIM,1062834329
2022-01-01,KMI,1062834329
2022-01-01,KLAC,1062834329
2022-01-01,KHC,1062834329
2022-01-01,KR,1062834329
2022-01-01,LHX,1062834329
2022-01-01,LH,1062834329
2022-01-01,LRCX,1062834329
2022-01-01,LW,1062834329
2022-01-01,LVS,1062834329
2022-01-01,LDOS,1062834329
2022-01-01,LEN,1062834329
2022-01-01,LLY,1062834329
2022-01-01,LNC,1062834329
2022-01-01,LIN,1062834329
2022-01-01,LYV,1062834329
2022-01-01,LKQ,1062834329
2022-01-01,LMT,1062834329
2022-01-01,L,1062834329
2022-01-01,LOW,1062834329
2022-01-01,LUMN,1062834329
2022-01-01,LYB,1062834329
2022-01-01,MTB,1062834329
2022-01-01,MRO,1062834329
2022-01-01,MPC,1062834329
2022-01-01,MKTX,1062834329
2022-01-01,MAR,1062834329
2022-01-01,MMC,1062834329
2022-01-01,MLM,1062834329
2022-01-01,MAS,1062834329
2022-01-01,MA,1062834329
2022-01-01,MTCH,1062834329
2022-01-01,MKC,1062834329
2022-01-01,MCD,1062834329
2022-01-01,MCK,1062834329
2022-01-01,MDT,1062834329
2022-01-01,MRK,1062834329
2022-01-01,FB,1062834329
2022-01-01,MET,1062834329
2022-01-01,MTD,1062834329
2022-01-01,MGM,1062834329
2022-01-01,MCHP,1062834329
2022-01-01,MU,1062834329
2022-01-01,MSFT,1062834329
2022-01-01,MAA,1062834329
2022-01-01,MRNA,1062834329
2022-01-01,MHK,1062834329
2022-01-01,TAP,1062834329
2022-01-01,MDLZ,1062834329
2022-01-01,MPWR,1062834329
2022-01-01,MNST,1062834329
2022-01-01,MCO,1062834329
2022-01-01,MS,1062834329
2022-01-01,MOS,1062834329
2022-01-01,MSI,1062834329
2022-01-01,MSCI,1062834329
2022-01-01,NDAQ,1062834329
2022-01-01,NTAP,1062834329
2022-01-01,NFLX,1062834329
2022-01-01,NWL,1062834329
2022-01-01,NEM,1062834329
2022-01-01,NWSA,1062834329
2022-01-01,NWS,1062834329
2022-01-01,NEE,1062834329
2022-01-01,NLSN,1062834329
2022-01-01,NKE,1062834329
2022-01-01,NI,1062834329
2022-01-01,NSC,1062834329
2022-01-01,NTRS,1062834329
2022-01-01,NOC,1062834329
2022-01-01,NLOK,1062834329
2022-01-01,NCLH,1062834329
2022-01-01,NRG,1062834329
2022-01-01,NUE,1062834329
2022-01-01,NVDA,1062834329
2022-01-01,NVR,1062834329
2022-01-01,NXPI,1062834329
2022-01-01,ORLY,1062834329
2022-01-01,OXY,1062834329
2022-01-01,ODFL,1062834329
2022-01-01,OMC,1062834329
2022-01-01,OKE,1062834329
2022-01-01,ORCL,1062834329
2022-01-01,OGN,1062834329
2022-01-01,OTIS,1062834329
2022-01-01,PCAR,1062834329
2022-01-01,PKG,1062834329
2022-01-01,PH,1062834329
2022-01-01,PAYX,1062834329
2022-01-01,PAYC,1062834329
2022-01-01,PYPL,1062834329
2022-01-01,PENN,1062834329
2022-01-01,PNR,1062834329
2022-01-01,PBCT,1062834329
2022-01-01,PEP,1062834329
2022-01-01,PKI,1062834329
2022-01-01,PFE,1062834329
2022-01-01,PM,1062834329
2022-01-01,PSX,1062834329
2022-01-01,PNW,1062834329
2022-01-01,PXD,1062834329
2022-01-01,PNC,1062834329
2022-01-01,POOL,1062834329
2022-01-01,PPG,1062834329
2022-01-01,PPL,1062834329
2022-01-01,PFG,1062834329
2022-01-01,PG,1062834329
2022-01-01,PGR,1062834329
2022-01-01,PLD,1062834329
2022-01-01,PRU,1062834329
2022-01-01,PTC,1062834329
2022-01-01,PEG,1062834329
2022-01-01,PSA,1062834329
2022-01-01,PHM,1062834329
2022-01-01,PVH,1062834329
2022-01-01,QRVO,1062834329
2022-01-01,PWR,1062834329
2022-01-01,QCOM,1062834329
2022-01-01,DGX,1062834329
2022-01-01,RL,1062834329
2022-01-01,RJF,1062834329
2022-01-01,RTX,1062834329
2022-01-01,O,1062834329
2022-01-01,REG,1062834329
2022-01-01,REGN,1062834329
2022-01-01,RF,1062834329
2022-01-01,RSG,1062834329
2022-01-01,RMD,1062834329
2022-01-01,RHI,1062834329
2022-01-01,ROK,1062834329
2022-01-01,ROL,1062834329
2022-01-01,ROP,1062834329
2022-01-01,ROST,1062834329
2022-01-01,RCL,1062834329
2022-01-01,SPGI,1062834329
2022-01-01,CRM,1062834329
2022-01-01,SBAC,1062834329
2022-01-01,SLB,1062834329
2022-01-01,STX,1062834329
2022-01-01,SEE,1062834329
2022-01-01,SRE,1062834329
2022-01-01,NOW,1062834329
2022-01-01,SHW,1062834329
2022-01-01,SBNY,1062834329
2022-01-01,SPG,1062834329
2022-01-01,SWKS,1062834329
2022-01-01,SNA,1062834329
2022-01-01,SEDG,1062834329
2022-01-01,SO,1062834329
2022-01-01,LUV,1062834329
2022-01-01,SWK,1062834329
2022-01-01,SBUX,1062834329
2022-01-01,STT,1062834329
2022-01-01,STE,1062834329
2022-01-01,SYK,1062834329
2022-01-01,SIVB,1062834329
2022-01-01,SYF,1062834329
2022-01-01,SNPS,1062834329
2022-01-01,SYY,1062834329
2022-01-01,TMUS,1062834329
2022-01-01,TROW,1062834329
2022-01-01,TTWO,1062834329
2022-01-01,TPR,1062834329
2022-01-01,TGT,1062834329
2022-01-01,TEL,1062834329
2022-01-01,TDY,1062834329
2022-01-01,TFX,1062834329
2022-01-01,TER,1062834329
2022-01-01,TSLA,1062834329
2022-01-01,TXN,1062834329
2022-01-01,TXT,1062834329
2022-01-01,TMO,1062834329
2022-01-01,TJX,1062834329
2022-01-01,TSCO,1062834329
2022-01-01,TT,1062834329
2022-01-01,TDG,1062834329
2022-01-01,TRV,1062834329
2022-01-01,TRMB,1062834329
2022-01-01,TFC,1062834329
2022-01-01,TWTR,1062834329
2022-01-01,TYL,1062834329
2022-01-01,TSN,1062834329
2022-01-01,UDR,1062834329
2022-01-01,ULTA,1062834329
2022-01-01,USB,1062834329
2022-01-01,UAA,1062834329
2022-01-01,UA,1062834329
2022-01-01,UNP,1062834329
2022-01-01,UAL,1062834329
2022-01-01,UNH,1062834329
2022-01-01,UPS,1062834329
2022-01-01,URI,1062834329
2022-01-01,UHS,1062834329
2022-01-01,VLO,1062834329
2022-01-01,VTR,1062834329
2022-01-01,VRSN,1062834329
2022-01-01,VRSK,1062834329
2022-01-01,VZ,1062834329
2022-01-01,VRTX,1062834329
2022-01-01,VFC,1062834329
2022-01-01,VIAC,1062834329
2022-01-01,VTRS,1062834329
2022-01-01,V,1062834329
2022-01-01,VNO,1062834329
2022-01-01,VMC,1062834329
2022-01-01,WRB,1062834329
2022-01-01,WAB,1062834329
2022-01-01,WMT,1062834329
2022-01-01,WBA,1062834329
2022-01-01,DIS,1062834329
2022-01-01,WM,1062834329
2022-01-01,WAT,1062834329
2022-01-01,WEC,1062834329
2022-01-01,WFC,1062834329
2022-01-01,WELL,1062834329
2022-01-01,WST,1062834329
2022-01-01,WDC,1062834329
2022-01-01,WRK,1062834329
2022-01-01,WY,1062834329
2022-01-01,WHR,1062834329
2022-01-01,WMB,1062834329
2022-01-01,WLTW,1062834329
2022-01-01,WYNN,1062834329
2022-01-01,XEL,1062834329
2022-01-01,XLNX,1062834329
2022-01-01,XYL,1062834329
2022-01-01,YUM,1062834329
2022-01-01,ZBRA,1062834329
2022-01-01,ZBH,1062834329
2022-01-01,ZION,1062834329
2022-01-01,ZTS,1062834329
2022-03-31,MMM,1078861896
2022-03-31,AOS,1078861896
2022-03-31,ABT,1078861896
2022-03-31,ABBV,1078861896
2022-03-31,ABMD,1078861896
2022-03-31,ACN,1078861896
2022-03-31,ATVI,1078861896
2022-03-31,ADM,1078861896
2022-03-31,ADBE,1078861896
2022-03-31,ADP,1078861896
2022-03-31,AAP,1078861896
2022-03-31,AES,1078861896
2022-03-31,AFL,1078861896
2022-03-31,A,1078861896
2022-03-31,AIG,1078861896
2022-03-31,APD,1078861896
2022-03-31,AKAM,1078861896
2022-03-31,ALK,1078861896
2022-03-31,ALB,1078861896
2022-03-31,ARE,1078861896
2022-03-31,ALGN,1078861896
2022-03-31,ALLE,1078861896
2022-03-31,LNT,1078861896
2022-03-31,ALL,1078861896
2022-03-31,GOOGL,1078861896
2022-03-31,GOOG,1078861896
2022-03-31,MO,1078861896
2022-03-31,AMZN,1078861896
2022-03-31,AMCR,1078861896
2022-03-31,AMD,1078861896
2022-03-31,AEE,1078861896
2022-03-31,AAL,1078861896
2022-03-31,AEP,1078861896
2022-03-31,AXP,1078861896
2022-03-31,AMT,1078861896
2022-03-31,AWK,1078861896
2022-03-31,AMP,1078861896
2022-03-31,ABC,1078861896
2022-03-31,AME,1078861896
2022-03-31,AMGN,1078861896
2022-03-31,APH,1078861896
2022-03-31,ADI,1078861896
2022-03-31,ANSS,1078861896
2022-03-31,ANTM,1078861896
2022-03-31,AON,1078861896
2022-03-31,APA,1078861896
2022-03-31,AAPL,1078861896
2022-03-31,AMAT,1078861896
2022-03-31,APTV,1078861896
2022-03-31,ANET,1078861896
2022-03-31,AIZ,1078861896
2022-03-31,T,1078861896
2022-03-31,ATO,1078861896
2022-03-31,ADSK,1078861896
2022-03-31,AZO,1078861896
2022-03-31,AVB,1078861896
2022-03-31,AVY,1078861896
2022-03-31,BKR,1078861896
2022-03-31,BLL,1078861896
2022-03-31,BAC,1078861896
2022-03-31,BBWI,1078861896
2022-03-31,BAX,1078861896
2022-03-31,BDX,1078861896
2022-03-31,WRB,1078861896
2022-03-31,BRK-B,1078861896
2022-03-31,BBY,1078861896
2022-03-31,BIO,1078861896
2022-03-31,TECH,1078861896
2022-03-31,BIIB,1078861896
2022-03-31,BLK,1078861896
2022-03-31,BK,1078861896
2022-03-31,BA,1078861896
2022-03-31,BKNG,1078861896
2022-03-31,BWA,1078861896
2022-03-31,BXP,1078861896
2022-03-31,BSX,1078861896
2022-03-31,BMY,1078861896
2022-03-31,AVGO,1078861896
2022-03-31,BR,1078861896
2022-03-31,BRO,1078861896
2022-03-31,BF-B,1078861896
2022-03-31,CHRW,1078861896
2022-03-31,CDNS,1078861896
2022-03-31,CZR,1078861896
2022-03-31,CPB,1078861896
2022-03-31,COF,1078861896
2022-03-31,CAH,1078861896
2022-03-31,KMX,1078861896
2022-03-31,CCL,1078861896
2022-03-31,CARR,1078861896
2022-03-31,CTLT,1078861896
2022-03-31,CAT,1078861896
2022-03-31,CBOE,1078861896
2022-03-31,CBRE,1078861896
2022-03-31,CDW,1078861896
2022-03-31,CE,1078861896
2022-03-31,CNC,1078861896
2022-03-31,CNP,1078861896
2022-03-31,CDAY,1078861896
2022-03-31,CERN,1078861896
2022-03-31,CF,1078861896
2022-03-31,CRL,1078861896
2022-03-31,SCHW,1078861896
2022-03-31,CHTR,1078861896
2022-03-31,CVX,1078861896
2022-03-31,CMG,1078861896
2022-03-31,CB,1078861896
2022-03-31,CHD,1078861896
2022-03-31,CI,1078861896
2022-03-31,CINF,1078861896
2022-03-31,CTAS,1078861896
2022-03-31,CSCO,1078861896
